State,AccountLength,AreaCode,Phone,IntlPlan,VMailPlan,VMailMessage,DayMins,DayCalls,DayCharge,EveMins,EveCalls,EveCharge,NightMins,NightCalls,NightCharge,IntlMins,IntlCalls,IntlCharge,CustServCalls,Churn
OR,69,415,-7976,no,no,0,-0.225399813590827,76,28.48,0.8109387561501626,92,20.58,101.2,103,4.55,0.4165284978257221,-0.19483061312694844,3.08,0.3323544534588762,False
UT,112,415,-5595,no,no,0,-1.1747340533708894,108,19.69,0.8346044843572947,111,20.68,184.6,78,8.31,1.0255373801136258,0.2115338634388332,3.54,-0.4279320210630416,False
LA,108,510,-7244,no,yes,30,1.7779341430823803,99,47.02,0.3770670723527459,113,18.71,177.9,95,8.01,-0.15665633256289332,0.6178983400046149,2.65,0.3323544534588762,False
NV,136,415,-4845,no,yes,21,-0.006887677161760333,88,30.5,-0.39206909437903825,97,15.39,320.7,120,14.43,-0.26412848826075896,-0.19483061312694844,2.57,0.3323544534588762,False
NC,128,510,-4650,no,no,0,0.1381750016440907,84,31.84,1.3769440891040656,95,23.02,206.4,68,9.29,-0.049184176865028274,0.2115338634388332,2.73,-0.4279320210630416,False
NC,27,408,-6170,no,no,0,0.39341186688476465,128,34.2,0.5170892975782757,100,19.31,145.8,91,6.56,-0.658193059152932,-0.6011950896927301,2.27,0.3323544534588762,False
TN,33,415,-8678,no,yes,35,0.12899381944118873,124,31.76,1.183673975412489,69,22.19,317.8,103,14.3,1.706194366200107,0.2115338634388332,4.05,-1.1882184955849595,False
FL,120,415,-3096,no,yes,31,-0.4824729152720818,83,26.1,0.35734563218013604,96,18.62,237.4,76,10.68,0.4165284978257221,-0.19483061312694844,3.08,-1.1882184955849595,False
CA,113,415,-2522,no,no,0,0.14368371096583155,97,31.89,0.14238193429868856,118,17.7,158.9,101,7.15,-0.550720903455067,0.6178983400046149,2.35,0.3323544534588762,False
PA,122,415,-3678,yes,no,0,0.9387740897371412,132,39.25,0.8326323403400333,99,20.67,182.4,57,8.21,0.2732322902285681,-1.0075595662585117,2.97,-1.1882184955849595,True
WV,148,415,-7546,no,yes,26,1.195847191418396,150,41.63,-1.6364919692707198,138,10.03,236.0,91,10.62,1.7778424699986837,-0.19483061312694844,4.1,0.3323544534588762,False
NJ,74,415,-3694,no,no,0,0.9387740897371412,93,39.25,0.4342592488533146,78,18.96,157.8,101,7.1,-0.1924803844621823,-1.0075595662585117,2.62,1.092640927980794,False
MT,106,415,-9223,no,no,0,0.1345025287629296,104,31.81,0.9706824215483023,117,21.27,144.9,81,6.52,0.2732322902285681,-0.6011950896927301,2.97,-0.4279320210630416,False
MN,179,415,-9084,no,no,0,-0.1666402474922547,54,29.02,-0.19485469265293975,108,16.24,214.6,107,9.66,1.0971854839122033,-0.19483061312694844,3.59,-0.4279320210630416,False
WI,149,415,-6298,yes,yes,28,-0.9709118084664657,97,21.57,-0.6721135448300979,102,14.19,145.2,77,6.53,-0.514896851555778,-0.6011950896927301,2.38,2.61321387702463,True
ID,77,510,-3047,no,no,0,0.17857220333685908,112,32.22,0.11871620609155696,95,17.6,214.1,91,9.63,-0.37160064395862463,1.0242628165703964,2.48,-1.1882184955849595,False
MA,127,408,-9086,yes,no,0,-0.05279358817627012,110,30.07,-0.6523921046574881,100,14.27,182.2,138,8.2,-0.9089614224479514,-1.0075595662585117,2.08,-0.4279320210630416,True
OR,80,415,-7696,no,no,0,-0.34291894578797216,99,27.39,-0.04299960332384358,81,16.9,228.4,116,10.28,0.1299360826314141,-0.19483061312694844,2.86,-0.4279320210630416,False
MT,106,510,-6028,no,no,0,-0.19051132121979947,107,28.8,-0.07455390760001979,71,16.76,202.2,79,9.1,0.16576013453070243,-0.19483061312694844,2.89,-0.4279320210630416,False
AL,61,415,-3695,no,yes,20,1.3702896532735331,133,43.25,-0.7746650337276695,96,13.74,251.4,91,11.31,0.09411203073212573,-0.19483061312694844,2.84,-1.1882184955849595,False
ND,135,510,-3635,yes,yes,24,-0.9562219169418227,54,21.71,0.2764877274724358,105,18.28,234.3,84,10.54,-1.5896184085344325,-0.19483061312694844,1.57,0.3323544534588762,False
ND,167,408,-3259,yes,no,0,0.7220981897486548,100,37.25,0.8267159082882507,90,20.65,168.9,101,7.6,-0.049184176865028274,-0.19483061312694844,2.73,0.3323544534588762,False
MS,107,510,-8535,yes,no,0,1.7210108134243878,104,46.5,-0.33882120591299136,68,15.62,153.8,67,6.92,0.2732322902285681,1.8369917697019598,2.97,0.3323544534588762,False
WV,112,415,-2363,yes,no,0,-0.3282290542633288,138,27.52,-0.0015845789613630086,114,17.08,134.0,134,6.03,0.16576013453070243,-0.19483061312694844,2.89,-0.4279320210630416,False
WI,35,510,-7224,no,yes,27,1.1370876253198232,87,41.09,-1.1631774051280832,101,12.07,288.9,68,13.0,-0.29995254016004735,-0.19483061312694844,2.54,-0.4279320210630416,False
KS,103,408,-3336,yes,no,0,-2.147939366878497,124,10.68,-0.6030885042259635,66,14.48,280.2,78,12.61,-0.29995254016004735,-0.19483061312694844,2.54,1.092640927980794,False
MO,107,415,-9599,no,yes,22,1.860564782908498,83,47.79,-1.129650956834647,130,12.21,239.4,128,10.77,0.34488039402714477,1.8369917697019598,3.02,-0.4279320210630416,False
PA,69,415,-5296,no,no,0,0.8891957058414703,70,38.79,1.2369218638785353,80,22.41,142.6,60,6.42,0.16576013453070243,0.2115338634388332,2.89,1.092640927980794,False
SD,85,408,-5468,no,no,0,0.5513282007746787,82,35.67,-0.12780179606606618,94,16.53,200.4,85,9.02,0.38070444592643377,-0.6011950896927301,3.05,-1.1882184955849595,False
NJ,24,408,-7433,no,no,0,1.5759481346185373,86,45.15,0.1542147984022549,102,17.75,182.5,105,8.21,0.30905634212785643,0.6178983400046149,3.0,0.3323544534588762,True
AL,90,415,-9451,no,no,0,0.6449762592442786,97,36.53,-1.6404362573052418,117,10.01,133.7,78,6.02,0.5598247054228761,-1.0075595662585117,3.19,0.3323544534588762,False
ME,137,510,-9492,no,no,0,-1.27205458472165,79,18.79,0.4382035368878363,111,18.97,169.5,64,7.63,0.09411203073212573,-0.6011950896927301,2.84,1.092640927980794,False
AZ,92,415,-9106,yes,yes,45,1.860564782908498,88,47.79,-0.05877675546193169,103,16.83,94.3,76,4.24,-0.9806095262465284,-0.6011950896927301,2.03,-1.1882184955849595,False
VT,38,415,-6891,no,no,0,-0.7707620364432031,86,23.43,1.6826264117795182,76,24.34,167.0,77,7.52,1.3837778991065106,-0.6011950896927301,3.81,0.3323544534588762,False
NV,69,510,-6392,yes,yes,33,1.68428608461278,98,46.16,1.033791030100654,102,21.54,165.4,85,7.44,-0.7298411629515094,-1.0075595662585117,2.21,-0.4279320210630416,True
WI,45,408,-9166,no,no,0,-1.229821146588301,108,19.18,0.35142920012835344,120,18.6,240.2,106,10.81,-0.44324874775720136,-0.6011950896927301,2.43,0.3323544534588762,False
HI,73,408,-862,no,no,0,0.1381750016440907,118,31.84,0.7636072997358988,90,20.37,167.5,108,7.54,1.7420184180993954,-1.0075595662585117,4.08,-0.4279320210630416,False
DE,92,415,-988,no,no,0,0.31628993638038844,84,33.49,1.3473619288451508,105,22.89,158.9,105,7.15,0.2015841864299914,-0.19483061312694844,2.92,-0.4279320210630416,False
AZ,113,415,-7766,no,yes,32,0.01147468724404358,89,30.67,-1.4116675513029673,124,11.0,166.9,124,7.51,-0.658193059152932,-1.0075595662585117,2.27,-0.4279320210630416,False
VA,68,408,-8676,yes,no,0,-0.5742847373011014,126,25.25,0.3632620642319192,125,18.65,198.5,121,8.93,1.5270741067036646,1.0242628165703964,3.92,-0.4279320210630416,True
GA,135,415,-3578,no,yes,22,0.3181261728209687,113,33.51,1.1521196711363126,95,22.05,134.7,135,6.06,1.562898158602953,0.2115338634388332,3.94,0.3323544534588762,False
AZ,100,415,-9530,no,yes,26,-0.47880044239092123,115,26.13,-1.2460074538530443,146,11.71,213.5,104,9.61,2.0286108332937034,0.2115338634388332,4.29,-0.4279320210630416,False
MN,96,415,-2551,no,yes,27,1.4969899676735803,96,44.42,0.392844224490834,101,18.78,179.4,97,8.07,0.38070444592643377,-1.0075595662585117,3.05,-0.4279320210630416,False
ME,108,510,-9156,no,no,0,1.2197182651459408,102,41.85,0.02799758129755177,134,17.2,180.1,95,8.1,-0.29995254016004735,0.2115338634388332,2.54,-0.4279320210630416,False
FL,84,510,-2839,no,no,0,0.20611574994556495,88,32.47,2.3235732173893386,119,27.1,247.3,79,11.13,-1.3388500452394132,-0.19483061312694844,1.76,-1.1882184955849595,False
WA,134,408,-8227,no,no,0,0.5237846541659729,86,35.41,1.0377353181351758,89,21.56,291.0,86,13.1,0.8464171206171835,-0.6011950896927301,3.4,-0.4279320210630416,False
MT,72,415,-7987,no,no,0,1.3445823431054076,73,43.01,0.36128992021465833,78,18.64,210.8,89,9.49,-0.15665633256289332,-0.19483061312694844,2.65,-1.1882184955849595,False
AL,83,408,-3821,no,no,0,0.4136104677311494,87,34.39,0.010248285142202789,111,17.13,101.7,82,4.58,-1.2313778895415477,-0.19483061312694844,1.84,-1.1882184955849595,False
WV,137,408,-3259,no,no,0,-0.0986994991907799,120,29.65,-0.8811608106597623,98,13.29,136.5,121,6.14,-0.013360124965739932,0.2115338634388332,2.75,-1.1882184955849595,False
GA,56,415,-1060,no,yes,30,-0.9672393355853052,89,21.61,-0.569562055932527,116,14.63,194.6,111,8.76,0.6672968611207412,-0.6011950896927301,3.27,-0.4279320210630416,False
OH,61,510,-5198,yes,yes,16,-0.6660965593301209,76,24.4,0.8207994762364675,58,20.62,147.7,95,6.65,0.38070444592643377,-0.6011950896927301,3.05,-1.1882184955849595,False
DE,171,510,-7881,no,yes,17,0.13083005588176902,94,31.77,0.7695237317876821,138,20.4,200.9,64,9.04,-1.5896184085344325,-0.6011950896927301,1.57,-0.4279320210630416,False
NE,123,510,-8685,no,no,0,0.2612028431629767,118,32.98,0.8089666121329018,114,20.57,146.3,108,6.58,0.6672968611207412,-0.19483061312694844,3.27,-0.4279320210630416,False
FL,58,510,-1197,no,no,0,1.0103873109197765,89,39.92,-1.8573720992039502,131,9.08,178.5,122,8.03,-0.12083228066360496,0.6178983400046149,2.67,-1.1882184955849595,False
AK,156,510,-3734,no,no,0,-1.0296713745650383,96,21.03,-1.9323135718598674,80,8.76,189.4,82,8.52,1.0255373801136258,-0.19483061312694844,3.54,-0.4279320210630416,False
WI,166,510,-8708,no,no,0,-0.10788068139368186,103,29.56,1.48738415407068,83,23.49,190.8,113,8.59,1.8136665218979726,0.2115338634388332,4.13,-1.1882184955849595,False
WA,75,510,-1057,no,yes,41,-0.8974623508432501,115,22.25,0.04771902147016162,110,17.29,171.7,68,7.73,0.7747690168186069,-0.19483061312694844,3.35,-0.4279320210630416,False
KY,75,415,-850,no,no,0,2.475703990502929,102,53.48,-0.6149213683295293,86,14.43,285.1,100,12.83,-1.6254424604337208,-0.6011950896927301,1.54,0.3323544534588762,True
OH,83,510,-9138,no,no,0,0.8836869965197295,78,38.74,0.1285769261778619,115,17.64,211.7,100,9.53,0.6672968611207412,0.2115338634388332,3.27,-0.4279320210630416,False
UT,243,510,-9005,no,no,0,-1.5474900508087088,92,16.24,-0.7352221533824498,63,13.91,264.2,118,11.89,-1.3030259933401247,0.6178983400046149,1.78,0.3323544534588762,False
NM,153,408,-1195,no,no,0,0.10145027283248285,127,31.5,0.13843764626416682,73,17.68,206.1,124,9.27,1.7420184180993954,-0.6011950896927301,4.08,-0.4279320210630416,False
MN,150,415,-1996,no,no,0,-0.6146819389938698,133,24.87,0.03391401334933439,95,17.23,234.7,103,10.56,1.0255373801136258,-0.6011950896927301,3.54,-0.4279320210630416,False
WV,92,510,-6922,no,yes,16,0.07757919910493756,99,31.28,-2.4569038804512893,134,6.49,185.1,96,8.33,0.8822411725164718,-0.6011950896927301,3.43,0.3323544534588762,False
AL,134,415,-2646,no,no,0,-0.032594987329885916,110,30.26,-0.9304644110912869,64,13.07,236.6,105,10.65,0.5240006535235872,-0.19483061312694844,3.16,-0.4279320210630416,False
PA,77,510,-6595,no,yes,24,-0.5577586093358777,74,25.4,-1.5201354722523215,72,10.53,174.3,84,7.84,-0.049184176865028274,0.6178983400046149,2.73,-0.4279320210630416,False
DE,147,510,-1803,no,no,0,0.5439832550123571,104,35.6,-1.3505310867678768,78,11.26,149.4,123,6.72,0.38070444592643377,-0.6011950896927301,3.05,0.3323544534588762,False
MO,74,415,-2534,no,no,0,-0.14093293732412912,105,29.26,0.21140697490282304,99,17.99,182.2,105,8.2,0.4881766016242988,0.6178983400046149,3.13,-0.4279320210630416,False
IL,138,510,-6298,yes,no,0,-0.19234755766037975,82,28.78,0.33367990397300445,147,18.52,184.2,77,8.29,-0.29995254016004735,1.8369917697019598,2.54,-0.4279320210630416,False
FL,143,415,-5971,no,no,0,-1.1141382508317366,117,20.25,1.7102364280211717,136,24.45,223.0,100,10.04,0.7031209130200295,-0.19483061312694844,3.29,-1.1882184955849595,False
HI,64,415,-6224,no,no,0,0.2648753160441373,147,33.01,-0.5439241837081339,87,14.74,268.7,114,12.09,-1.6970905642322978,-1.0075595662585117,1.49,0.3323544534588762,False
ME,120,510,-5533,no,no,0,0.3493421923108357,56,33.8,0.5742814740788444,73,19.56,119.8,81,5.39,-0.12083228066360496,-0.6011950896927301,2.67,0.3323544534588762,False
CO,121,408,-4038,yes,no,0,-0.22172734070966643,94,28.51,-2.115722965465139,121,7.96,241.3,115,10.86,1.1330095358114916,-1.4139240428242934,3.62,1.092640927980794,True
NH,88,415,-4480,no,no,0,0.41177423129056856,86,34.37,0.31198631978313374,93,18.43,239.4,99,10.77,0.5598247054228761,-1.0075595662585117,3.19,0.3323544534588762,False
SC,87,408,-1539,no,no,0,2.6207666693087797,106,54.83,0.07138474967729322,93,17.39,186.2,128,8.38,-0.29995254016004735,-0.19483061312694844,2.54,0.3323544534588762,True
IN,100,510,-5858,no,no,0,0.6688473329718234,107,36.75,0.2883205915760016,84,18.33,138.4,127,6.23,-0.013360124965739932,-0.6011950896927301,2.75,-1.1882184955849595,False
FL,104,415,-4666,no,no,0,-1.8982112109595635,116,12.99,-1.6838234256849836,74,9.83,226.3,94,10.18,-0.29995254016004735,-0.6011950896927301,2.54,1.092640927980794,False
GA,27,510,-6447,no,no,0,-1.966151959261038,75,12.36,0.15027051036773262,117,17.73,65.8,71,2.96,-0.12083228066360496,-0.6011950896927301,2.67,-0.4279320210630416,False
IL,81,415,-3283,no,yes,31,0.562345619418161,100,35.77,0.4835628492848392,97,19.17,168.7,120,7.59,-0.1924803844621823,-0.19483061312694844,2.62,-1.1882184955849595,False
VT,107,510,-4720,no,yes,28,0.4044292855282474,79,34.31,2.049445198990061,128,25.92,225.6,133,10.15,0.5956487573221645,1.430627293136178,3.21,-0.4279320210630416,False
DC,88,415,-1204,no,yes,17,0.7294431355109765,78,37.32,0.4165099526979656,94,18.88,188.3,92,8.47,2.100258937092281,0.2115338634388332,4.35,-0.4279320210630416,False
VT,111,408,-9186,no,no,0,-1.477713066066654,112,16.88,1.3710276570522824,136,22.99,225.3,94,10.14,-0.44324874775720136,0.6178983400046149,2.43,1.092640927980794,False
NV,77,415,-851,no,no,0,1.0911817143053133,114,40.66,-1.0054058837472044,115,12.75,160.8,81,7.24,0.02246392693354905,-1.0075595662585117,2.78,2.61321387702463,False
OR,67,415,-9172,yes,no,0,-1.0810859949012892,58,20.55,0.6709165309246328,88,19.98,95.1,130,4.28,0.4165284978257221,2.649720722833523,3.08,0.3323544534588762,False
AL,102,408,-7258,no,no,0,0.8249274304211567,81,38.2,-1.4116675513029673,112,11.0,167.6,109,7.54,1.9927867813944151,0.6178983400046149,4.27,-0.4279320210630416,False
ND,146,408,-9525,no,yes,19,-0.058302297498011496,88,30.02,-0.7549435935550596,66,13.83,215.5,98,9.7,1.562898158602953,0.6178983400046149,3.94,-0.4279320210630416,False
FL,144,415,-4108,no,yes,51,1.9119794032447481,98,48.26,-0.1771053964975908,109,16.32,196.3,85,8.83,-0.08500822876431662,-0.19483061312694844,2.7,-0.4279320210630416,False
NE,96,415,-6381,no,no,0,0.015147160125204154,92,30.7,-0.19879898068746152,114,16.23,295.6,125,13.3,0.02246392693354905,-0.19483061312694844,2.78,-0.4279320210630416,True
ND,70,415,-2049,no,yes,31,-0.9892741728722697,101,21.4,-0.09033105973810733,102,16.69,252.7,75,11.37,0.02246392693354905,-0.19483061312694844,2.78,-0.4279320210630416,False
ME,149,408,-3915,no,no,0,1.0618019312560272,79,40.39,-0.16921682042854674,107,16.35,207.4,111,9.33,-0.407424695857913,1.8369917697019598,2.46,-1.1882184955849595,False
IL,129,415,-1323,no,no,0,0.34199724654851404,91,33.73,1.256643304051145,106,22.5,111.4,101,5.01,-0.37160064395862463,-1.0075595662585117,2.48,0.3323544534588762,False
WA,166,408,-9138,no,no,0,1.7357007049490312,110,46.63,-2.9203577245076207,109,4.5,246.1,119,11.07,0.23740823832927976,0.2115338634388332,2.94,-1.1882184955849595,False
MA,136,408,-7801,yes,no,0,0.3640320838354785,89,33.93,0.20549054285104043,96,17.97,72.4,84,3.26,0.2732322902285681,-0.19483061312694844,2.97,1.092640927980794,True
KS,149,510,-3160,no,no,0,0.6963908795805293,91,37.01,1.430191977570112,74,23.25,226.9,99,10.21,-0.22830443636147063,-0.6011950896927301,2.59,1.092640927980794,False
RI,70,415,-4593,no,no,0,-0.8276853661011956,96,22.9,0.6886658270799818,90,20.05,260.2,113,11.71,-0.94478547434724,0.6178983400046149,2.05,1.092640927980794,False
IA,66,510,-1975,no,no,0,1.4051781456445607,135,43.57,-0.40981839053438723,106,15.32,187.3,135,8.43,-1.4463222009372785,1.0242628165703964,1.67,0.3323544534588762,False
WY,104,408,-3551,no,no,0,0.07023425334261589,133,31.21,-1.583244080804673,98,10.26,215.1,112,9.68,0.8822411725164718,-1.0075595662585117,3.43,-0.4279320210630416,False
NV,160,415,-3198,no,no,0,-0.06564724326033317,90,29.95,-0.09821963580715139,115,16.66,263.9,95,11.88,-0.37160064395862463,-0.19483061312694844,2.48,-0.4279320210630416,False
WI,129,415,-8621,no,yes,37,0.4631888516268197,94,34.85,-0.7016957050890127,103,14.06,185.0,81,8.32,0.5240006535235872,1.430627293136178,3.16,-0.4279320210630416,False
AL,93,408,-8829,no,no,0,1.6181815727518856,114,45.54,0.4342592488533146,74,18.96,262.7,90,11.82,0.38070444592643377,-0.6011950896927301,3.05,1.092640927980794,True
HI,169,415,-2955,no,no,0,-0.01056015004292143,111,30.46,-0.5084255913974365,130,14.89,228.6,92,10.29,-0.12083228066360496,0.6178983400046149,2.67,0.3323544534588762,False
MO,58,415,-7469,no,no,0,-0.5577586093358777,145,25.4,-0.08835891572084646,105,16.7,209.5,108,9.43,1.6703703143008186,-0.6011950896927301,4.02,-0.4279320210630416,False
CA,75,510,-1072,no,yes,38,-0.29701303477346236,132,27.81,-1.0704866363168173,113,12.47,345.8,115,15.56,1.0255373801136258,-0.6011950896927301,3.54,1.092640927980794,False
CT,155,510,-6897,no,no,0,-0.2639607788430151,108,28.12,-0.3407933499302528,103,15.61,80.2,108,3.61,-0.4790727996564897,-0.19483061312694844,2.4,1.092640927980794,False
MD,52,415,-1446,no,no,0,0.5513282007746787,114,35.67,-0.5853392080706145,82,14.56,154.6,119,6.96,-0.12083228066360496,1.8369917697019598,2.67,1.852927402502712,False
OH,119,415,-7537,no,yes,27,0.7404605541544588,128,37.42,1.3256683446552795,133,22.8,146.5,80,6.59,0.30905634212785643,-0.6011950896927301,3.0,-1.1882184955849595,False
NV,86,510,-7377,no,no,0,-0.7064937610228893,72,24.02,-0.920603691004982,95,13.12,210.6,91,9.48,-0.7298411629515094,0.2115338634388332,2.21,-0.4279320210630416,False
MD,42,408,-6826,no,no,0,0.30710875417748645,89,33.41,0.795161604012075,123,20.51,143.2,105,6.44,-2.234451342721625,1.0242628165703964,1.08,-1.1882184955849595,False
NE,127,510,-5219,yes,no,0,0.020655869446945536,114,30.75,0.1680198065230816,118,17.81,249.9,105,11.25,-1.0164335781458167,-0.19483061312694844,2.0,0.3323544534588762,False
OH,123,408,-9155,no,no,0,-1.3730475889535716,150,17.85,0.9982924377899561,90,21.39,258.0,93,11.61,1.6703703143008186,0.2115338634388332,4.02,-1.1882184955849595,False
MA,98,510,-2992,no,no,0,1.6824498481721992,119,46.14,-0.20865970077376644,102,16.18,284.7,118,12.81,0.30905634212785643,0.6178983400046149,3.0,1.852927402502712,True
OK,149,510,-9613,no,yes,43,0.4944048711166862,79,35.14,-0.5202584555010022,122,14.84,241.5,80,10.87,0.23740823832927976,-0.6011950896927301,2.94,-0.4279320210630416,False
MA,160,408,-2945,no,no,0,-0.23825346867488953,109,28.36,0.6906379710972427,117,20.06,307.6,77,13.84,-0.3357765920593357,-1.4139240428242934,2.51,-0.4279320210630416,False
WA,103,415,-6606,no,no,0,0.46135261518623943,107,34.83,-1.2972831983018305,102,11.49,208.2,106,9.37,0.058287978832837394,-0.6011950896927301,2.81,2.61321387702463,False
HI,132,415,-2930,no,yes,15,-0.4622743144256976,128,26.28,0.879963796754297,106,20.88,148.6,90,6.69,-0.407424695857913,-0.19483061312694844,2.46,-0.4279320210630416,False
CO,137,415,-3878,no,no,0,-0.9690755720258855,107,21.59,2.4103475541488213,75,27.47,143.9,127,6.48,-0.9806095262465284,-1.0075595662585117,2.03,-0.4279320210630416,False
FL,129,415,-4637,yes,no,0,1.6090003905489836,78,45.46,0.06349617360824916,85,17.36,111.7,146,5.03,-1.5537943566351438,-0.19483061312694844,1.59,-0.4279320210630416,False
ID,122,510,-7611,no,yes,33,1.6714324295287175,96,46.04,0.38298350440452905,110,18.73,169.9,104,7.65,0.5598247054228761,1.430627293136178,3.19,1.852927402502712,False
WY,32,408,-5443,no,no,0,-0.15745906528935275,82,29.1,-0.30332261360229396,102,15.78,203.3,64,9.15,-0.013360124965739932,1.0242628165703964,2.75,-0.4279320210630416,False
GA,86,510,-9551,no,no,0,-1.022326428802717,82,21.1,0.03194186933207351,120,17.22,289.6,119,13.03,-1.2672019414408362,1.430627293136178,1.81,1.092640927980794,False
FL,130,415,-9603,no,no,0,-0.3117029262981052,113,27.68,1.7615121724699576,111,24.68,114.9,140,5.17,-1.0880816819443937,-0.6011950896927301,1.94,-0.4279320210630416,False
DE,73,415,-9186,no,no,0,1.377634599035855,85,43.32,-1.1355673888864295,80,12.19,153.9,102,6.93,1.706194366200107,1.0242628165703964,4.05,0.3323544534588762,False
ME,66,408,-3767,no,yes,26,1.3794708354764351,108,43.33,0.8326323403400333,135,20.67,190.8,95,8.59,-1.7329146161315863,-0.6011950896927301,1.46,0.3323544534588762,False
DC,103,510,-1931,no,yes,31,-1.3234692050579009,124,18.31,-0.23824186103268122,104,16.06,196.2,98,8.83,-0.4790727996564897,-0.6011950896927301,2.4,-1.1882184955849595,False
IA,128,408,-7811,no,no,0,-0.38515238392132084,75,27.0,1.2586154480684066,91,22.51,270.0,77,12.15,-0.94478547434724,1.0242628165703964,2.05,-0.4279320210630416,False
CO,104,415,-1858,no,no,0,0.057380598258553364,113,31.09,0.7616351557186379,85,20.37,229.8,104,10.34,-1.6970905642322978,-0.19483061312694844,1.49,0.3323544534588762,False
VT,124,415,-5207,no,no,0,-0.025250041567564246,72,30.33,0.6433065146829788,134,19.86,179.4,91,8.07,0.6314728092214528,-1.0075595662585117,3.24,-1.1882184955849595,False
AZ,87,510,-2726,no,no,0,-1.2647096389593284,91,18.85,-0.8377736422800208,115,13.47,207.5,131,9.34,-1.4463222009372785,0.2115338634388332,1.67,-0.4279320210630416,False
LA,109,415,-5800,no,yes,27,-0.23641723223430924,85,28.37,0.3987606565426166,92,18.8,197.3,97,8.88,0.7389449649193185,-0.19483061312694844,3.32,-0.4279320210630416,True
MO,167,415,-8375,yes,no,0,1.1940109549778157,91,41.62,-2.764558347144003,105,5.17,176.7,110,7.95,0.16576013453070243,-0.6011950896927301,2.89,0.3323544534588762,False
ME,97,510,-7310,no,no,0,-1.0829222313418698,96,20.54,-0.6149213683295293,101,14.43,194.1,63,8.73,0.5956487573221645,-0.6011950896927301,3.21,1.852927402502712,True
MD,106,415,-2007,no,no,0,-0.2657970152835954,118,28.1,0.17788052660938652,101,17.85,187.2,93,8.42,-0.6223690072536437,-0.6011950896927301,2.3,0.3323544534588762,False
VT,125,415,-4350,no,no,0,-0.9745842813476266,113,21.54,-0.8969379627978503,131,13.22,206.2,112,9.28,1.4912500548043763,1.0242628165703964,3.89,0.3323544534588762,False
DC,108,408,-8216,no,yes,35,0.6633386236500824,106,36.7,-0.007501011013146188,107,17.05,195.4,107,8.79,1.8853146256965494,1.0242628165703964,4.19,-1.1882184955849595,False
WY,125,415,-7869,no,no,0,-0.7285285983098543,132,23.82,0.16999195054034247,126,17.82,264.1,77,11.88,-0.801489266750086,-1.0075595662585117,2.16,-0.4279320210630416,False
VA,89,415,-5805,no,yes,32,0.553164437215259,113,35.68,0.9627938454792588,104,21.23,224.2,92,10.09,-0.550720903455067,1.0242628165703964,2.35,-0.4279320210630416,False
VA,72,510,-956,yes,yes,29,-0.7340373076315952,114,23.77,-1.2381188777840009,91,11.75,221.0,88,9.95,-1.6970905642322978,0.6178983400046149,1.49,-1.1882184955849595,False
CT,23,510,-5157,no,no,0,2.6042405413435565,107,54.67,0.9982924377899561,115,21.39,141.1,158,6.35,0.38070444592643377,-0.6011950896927301,3.05,0.3323544534588762,True
WI,73,415,-7224,no,no,0,0.6321226041602155,90,36.41,-0.08244248366906329,78,16.73,157.9,112,7.11,-1.5537943566351438,1.430627293136178,1.59,-1.1882184955849595,False
MD,61,415,-2318,no,no,0,1.473118893946035,123,44.2,0.18774124669569145,127,17.89,234.7,70,10.56,-0.44324874775720136,-0.6011950896927301,2.43,-0.4279320210630416,True
WV,161,415,-8618,no,no,0,0.22264187791078857,113,32.62,-2.5653718014006435,87,6.03,204.8,107,9.22,1.1330095358114916,-0.19483061312694844,3.62,1.852927402502712,True
VT,73,408,-1618,no,no,0,0.6100877668732511,95,36.21,-0.2402140050499421,104,16.05,136.2,89,6.13,1.1688335877107798,-0.6011950896927301,3.65,-1.1882184955849595,False
UT,118,415,-3247,no,yes,24,-1.1325006152375405,83,20.08,-1.8021520667206425,72,9.32,245.5,73,11.05,2.3868513522865875,-1.0075595662585117,4.56,-0.4279320210630416,False
NC,127,415,-4723,no,yes,25,-1.7917094974059007,95,13.97,-0.7431107294514933,109,13.88,264.9,104,11.92,-1.840386771829452,0.6178983400046149,1.38,-1.1882184955849595,False
NJ,42,415,-841,no,yes,32,-0.2933405618923013,80,27.85,-0.45714984694865046,123,15.11,190.4,106,8.57,-0.7656652148507977,0.2115338634388332,2.19,-1.1882184955849595,False
AR,118,415,-3490,no,no,0,1.6163453363113056,145,45.53,2.2762417609750742,121,26.89,208.6,91,9.39,1.4912500548043763,2.649720722833523,3.89,2.61321387702463,True
IA,45,510,-2633,no,no,0,-0.36679001951551693,91,27.17,-1.5891605128564559,86,10.23,163.0,93,7.34,0.1299360826314141,-0.6011950896927301,2.86,0.3323544534588762,False
GA,50,408,-841,no,yes,24,0.6339588406007963,129,36.43,1.7516514523836528,55,24.63,312.5,130,14.06,0.1299360826314141,-0.19483061312694844,2.86,-0.4279320210630416,False
MO,179,510,-2109,no,no,0,1.974411442224482,123,48.84,1.7161528600729548,114,24.48,266.0,112,11.97,0.09411203073212573,-0.19483061312694844,2.84,-1.1882184955849595,True
MO,152,408,-4207,no,no,0,-1.4428245736956264,122,17.2,-1.1710659811971273,87,12.04,198.5,124,8.93,-0.9806095262465284,-0.6011950896927301,2.03,0.3323544534588762,False
WY,105,415,-1966,no,no,0,-1.4134447906463403,74,17.48,1.5919077869855125,125,23.94,228.1,113,10.26,1.0613614320129143,0.2115338634388332,3.56,0.3323544534588762,False
